Question Id,Question Title,Answered Student Count,Top Student Count,Middle Student Count,Bottom Student Count,Quiz Question Count,Correct Student Count,Wrong Student Count,Correct Student Ratio,Wrong Student Ratio,Correct Top Student Count,Correct Middle Student Count,Correct Bottom Student Count,Variance,Standard Deviation,Difficulty Index,Alpha,Point Biserial of Correct,Point Biserial of Distractor 2
342937,grodo,45,12,23,10,90,36,9,0.8,0.2,12,18,6,0.16,0.4,0.8,0.8863096950261455,0.24089139851236904,-0.24089139851236907
342876,secuestro,45,12,23,10,90,37,8,0.8222222222222222,0.17777777777777778,12,20,5,0.14617283950617282,0.3823255674241167,0.8222222222222222,0.8863096950261455,0.39363058995031197,-0.39363058995031197
342892,cadallo,44,12,23,9,90,27,17,0.6136363636363636,0.38636363636363635,10,13,4,0.23708677685950413,0.48691557467337615,0.6136363636363636,0.8863096950261455,0.36627914974700304,-0.36627914974700304
342912,flaco,44,12,22,10,90,38,6,0.8636363636363636,0.13636363636363635,12,19,7,0.11776859504132231,0.3431742925123068,0.8636363636363636,0.8863096950261455,0.2724447331786717,-0.2724447331786717
342938,acantilado,44,12,23,9,90,21,23,0.4772727272727273,0.5227272727272727,6,11,4,0.24948347107438015,0.49948320399627066,0.4772727272727273,0.8863096950261455,-0.012415267835509195,0.012415267835509195
342923,hervidor,45,12,23,10,90,19,26,0.4222222222222222,0.5777777777777777,7,12,0,0.24395061728395057,0.49391357268650815,0.4222222222222222,0.8863096950261455,0.33285615143004105,-0.33285615143004105
342871,capillo,44,12,23,9,90,15,29,0.3409090909090909,0.6590909090909091,7,5,3,0.22469008264462811,0.4740148548775957,0.3409090909090909,0.8863096950261455,0.29984695527324995,-0.29984695527324995
342862,asesinato,44,12,23,9,90,28,16,0.6363636363636364,0.36363636363636365,11,13,4,0.23140495867768596,0.48104569292083466,0.6363636363636364,0.8863096950261455,0.463049030700647,-0.463049030700647
342852,pellizcar,44,12,23,9,90,11,33,0.25,0.75,6,5,0,0.1875,0.4330127018922193,0.25,0.8863096950261455,0.34657059495587356,-0.34657059495587356
342907,tacaño,45,12,23,10,90,30,15,0.6666666666666666,0.3333333333333333,8,15,7,0.2222222222222222,0.4714045207910317,0.6666666666666666,0.8863096950261455,0.04741309709562251,-0.04741309709562251
342881,pandilla,44,12,23,9,90,34,10,0.7727272727272727,0.22727272727272727,10,18,6,0.1756198347107438,0.4190702026042222,0.7727272727272727,0.8863096950261455,0.1319942626516244,-0.1319942626516244
342899,ganar,45,12,23,10,90,43,2,0.9555555555555556,0.044444444444444446,12,22,9,0.04246913580246913,0.20608041101101562,0.9555555555555556,0.8863096950261455,0.18558102440116758,-0.1855810244011677
342878,merodear,45,12,23,10,90,9,36,0.2,0.8,4,4,1,0.16000000000000003,0.4,0.2,0.8863096950261455,0.14403815581151955,-0.14403815581151952
342900,flamida,45,12,23,10,90,25,20,0.5555555555555556,0.4444444444444444,8,12,5,0.24691358024691357,0.49690399499995325,0.5555555555555556,0.8863096950261455,0.12494448145406797,-0.12494448145406797
342856,tergiversar,45,12,23,10,90,7,38,0.15555555555555556,0.8444444444444444,3,3,1,0.13135802469135802,0.3624334762288909,0.15555555555555556,0.8863096950261455,0.15485659056907086,-0.15485659056907086
342877,acutación,42,11,22,9,90,16,26,0.38095238095238093,0.6190476190476191,5,8,3,0.23582766439909297,0.4856209060564557,0.38095238095238093,0.8863096950261455,0.18175201420480455,-0.18175201420480455
342891,rebuscar,44,12,22,10,90,29,15,0.6590909090909091,0.3409090909090909,7,15,7,0.22469008264462811,0.4740148548775957,0.6590909090909091,0.8863096950261455,-0.02083211754493361,0.02083211754493361
342931,pozo,44,12,23,9,90,18,26,0.4090909090909091,0.5909090909090909,10,6,2,0.24173553719008262,0.49166608301781667,0.4090909090909091,0.8863096950261455,0.4712090245837211,-0.47120902458372116
342870,ávido,44,12,23,9,90,31,13,0.7045454545454546,0.29545454545454547,10,17,4,0.20816115702479338,0.45624681590647115,0.7045454545454546,0.8863096950261455,0.1761497928931788,-0.17614979289317884
342919,engatusar,42,11,23,8,90,11,31,0.2619047619047619,0.7380952380952381,4,5,2,0.19331065759637187,0.43967107887189016,0.2619047619047619,0.8863096950261455,0.1726931478454326,-0.17269314784543258
342908,plaudir,45,12,23,10,90,25,20,0.5555555555555556,0.4444444444444444,5,15,5,0.24691358024691357,0.49690399499995325,0.5555555555555556,0.8863096950261455,0.09995558516325423,-0.09995558516325423
342893,canela,44,12,23,9,90,34,10,0.7727272727272727,0.22727272727272727,11,18,5,0.1756198347107438,0.4190702026042222,0.7727272727272727,0.8863096950261455,0.26221281773394495,-0.26221281773394495
342933,guante,44,12,23,9,90,33,11,0.75,0.25,12,14,7,0.1875,0.4330127018922193,0.75,0.8863096950261455,0.20164107342887178,-0.20164107342887178
342894,cuchara,45,12,23,10,90,43,2,0.9555555555555556,0.044444444444444446,12,23,8,0.04246913580246913,0.20608041101101562,0.9555555555555556,0.8863096950261455,0.24583460375219607,-0.2458346037521962
342887,granuja,45,12,23,10,90,23,22,0.5111111111111111,0.4888888888888889,7,12,4,0.2498765432098765,0.49987652796453297,0.5111111111111111,0.8863096950261455,0.05663588162797467,-0.056635881627974664
342890,alfombra,45,12,23,10,90,37,8,0.8222222222222222,0.17777777777777778,11,21,5,0.14617283950617282,0.3823255674241167,0.8222222222222222,0.8863096950261455,0.34816170992304807,-0.34816170992304807
342930,hormiga,45,12,23,10,90,23,22,0.5111111111111111,0.4888888888888889,11,9,3,0.2498765432098765,0.49987652796453297,0.5111111111111111,0.8863096950261455,0.4590487247741083,-0.45904872477410824
342869,brecedad,44,12,22,10,90,31,13,0.7045454545454546,0.29545454545454547,7,16,8,0.20816115702479338,0.45624681590647115,0.7045454545454546,0.8863096950261455,-0.0789421188497059,0.07894211884970591
342874,látigo,44,12,23,9,90,23,21,0.5227272727272727,0.4772727272727273,6,14,3,0.24948347107438015,0.49948320399627066,0.5227272727272727,0.8863096950261455,0.1325950604832373,-0.1325950604832373
342939,prisa,44,12,23,9,90,34,10,0.7727272727272727,0.22727272727272727,10,20,4,0.1756198347107438,0.4190702026042222,0.7727272727272727,0.8863096950261455,0.29476745650452507,-0.29476745650452507
342888,estornudar,44,12,23,9,90,23,21,0.5227272727272727,0.4772727272727273,9,12,2,0.24948347107438015,0.49948320399627066,0.5227272727272727,0.8863096950261455,0.31286474945482967,-0.31286474945482967
342924,cintro,44,12,23,9,90,24,20,0.5454545454545454,0.45454545454545453,9,12,3,0.24793388429752064,0.49792959773196915,0.5454545454545454,0.8863096950261455,0.34821398300911666,-0.3482139830091166
342866,abracer,45,12,23,10,90,15,30,0.3333333333333333,0.6666666666666666,7,6,2,0.22222222222222227,0.47140452079103173,0.3333333333333333,0.8863096950261455,0.4899353366547666,-0.4899353366547666
342906,musgo,44,12,23,9,90,7,37,0.1590909090909091,0.8409090909090909,3,4,0,0.1337809917355372,0.3657608395325246,0.1590909090909091,0.8863096950261455,0.1335998571832783,-0.13359985718327827
342858,cadeña,45,12,23,10,90,13,32,0.28888888888888886,0.7111111111111111,6,6,1,0.2054320987654321,0.4532461789860253,0.28888888888888886,0.8863096950261455,0.3747757732418745,-0.3747757732418745
342926,atar,44,12,23,9,90,22,22,0.5,0.5,10,8,4,0.25,0.5,0.5,0.8863096950261455,0.30559601106259154,-0.30559601106259154
342910,matar,44,12,22,10,90,42,2,0.9545454545454546,0.045454545454545456,12,21,9,0.04338842975206612,0.20829889522526546,0.9545454545454546,0.8863096950261455,0.19784701272783542,-0.19784701272783548
342914,orgulloso,45,12,23,10,90,41,4,0.9111111111111111,0.08888888888888889,12,23,6,0.08098765432098766,0.28458329944145994,0.9111111111111111,0.8863096950261455,0.33858824321055625,-0.3385882432105562
342867,floroso,44,12,23,9,90,16,28,0.36363636363636365,0.6363636363636364,5,8,3,0.23140495867768596,0.48104569292083466,0.36363636363636365,0.8863096950261455,0.04176722882711842,-0.04176722882711842
342859,hacha,45,12,23,10,90,18,27,0.4,0.6,4,9,5,0.24000000000000002,0.48989794855663565,0.4,0.8863096950261455,-0.12470361546912605,0.12470361546912605
342889,torpe,44,12,22,10,90,24,20,0.5454545454545454,0.45454545454545453,10,11,3,0.24793388429752064,0.49792959773196915,0.5454545454545454,0.8863096950261455,0.5098895397602132,-0.5098895397602131
342855,zapato,45,12,23,10,90,45,0,1.0,0.0,12,23,10,0.0,0.0,1.0,0.8863096950261455,,
342895,jilguero,45,12,23,10,90,5,40,0.1111111111111111,0.8888888888888888,2,2,1,0.09876543209876544,0.3142696805273545,0.1111111111111111,0.8863096950261455,-0.06321746279416335,0.06321746279416336
342863,helar,45,12,23,10,90,24,21,0.5333333333333333,0.4666666666666667,8,12,4,0.2488888888888889,0.49888765156985887,0.5333333333333333,0.8863096950261455,0.23495722426476814,-0.23495722426476814
342883,pauca,44,12,23,9,90,37,7,0.8409090909090909,0.1590909090909091,11,19,7,0.1337809917355372,0.3657608395325246,0.8409090909090909,0.8863096950261455,0.22447488694246237,-0.2244748869424624
342940,clavel,45,12,23,10,90,12,33,0.26666666666666666,0.7333333333333333,5,6,1,0.19555555555555557,0.4422166387140533,0.26666666666666666,0.8863096950261455,0.27854550598059596,-0.278545505980596
342861,cenefa,43,12,22,9,90,4,39,0.09302325581395349,0.9069767441860465,0,3,1,0.08436992969172527,0.2904650231813209,0.09302325581395349,0.8863096950261455,-0.11381649329220396,0.11381649329220399
342932,empirador,45,12,23,10,90,13,32,0.28888888888888886,0.7111111111111111,5,6,2,0.2054320987654321,0.4532461789860253,0.28888888888888886,0.8863096950261455,0.31998399352815027,-0.31998399352815027
342915,bizcocho,44,12,23,9,90,20,24,0.45454545454545453,0.5454545454545454,9,10,1,0.24793388429752064,0.49792959773196915,0.45454545454545453,0.8863096950261455,0.4353920188125436,-0.43539201881254364
342934,escuto,44,12,23,9,90,30,14,0.6818181818181818,0.3181818181818182,10,15,5,0.2169421487603306,0.46577048936179993,0.6818181818181818,0.8863096950261455,0.20024092808531282,-0.20024092808531282
342901,candado,44,12,23,9,90,31,13,0.7045454545454546,0.29545454545454547,9,16,6,0.20816115702479338,0.45624681590647115,0.7045454545454546,0.8863096950261455,0.05056151462674553,-0.05056151462674554
342927,tiburón,44,12,23,9,90,38,6,0.8636363636363636,0.13636363636363635,12,19,7,0.11776859504132231,0.3431742925123068,0.8636363636363636,0.8863096950261455,0.2891227177445781,-0.2891227177445781
342857,pésimo,42,12,22,8,90,32,10,0.7619047619047619,0.23809523809523808,10,18,4,0.18140589569160998,0.4259177099999599,0.7619047619047619,0.8863096950261455,0.3687052384358374,-0.3687052384358374
342917,cabello,45,12,23,10,90,37,8,0.8222222222222222,0.17777777777777778,11,18,8,0.14617283950617282,0.3823255674241167,0.8222222222222222,0.8863096950261455,0.08184398404907475,-0.08184398404907475
342897,cartinar,44,12,23,9,90,31,13,0.7045454545454546,0.29545454545454547,10,16,5,0.20816115702479338,0.45624681590647115,0.7045454545454546,0.8863096950261455,0.26585570594063085,-0.2658557059406309
342854,batillón,44,12,23,9,90,12,32,0.2727272727272727,0.7272727272727273,4,5,3,0.1983471074380165,0.4453617714151233,0.2727272727272727,0.8863096950261455,0.12420208904830321,-0.12420208904830321
342904,fomentar,44,12,23,9,90,38,6,0.8636363636363636,0.13636363636363635,12,19,7,0.11776859504132231,0.3431742925123068,0.8636363636363636,0.8863096950261455,0.2096139703648189,-0.2096139703648189
342920,temblo,45,12,23,10,90,28,17,0.6222222222222222,0.37777777777777777,5,15,8,0.23506172839506173,0.4848316495393651,0.6222222222222222,0.8863096950261455,-0.19259563545047695,0.19259563545047695
